engine,vox_per_chunk,num_chunks,time,cpu_count,memory_size,num_vox,avg_mem,mem_useage,model,data_shape
ray,435686,1,138.58758664131165,16,32805888000,435686,10.401288777372264,"[8.279953002929688, 8.872974395751953, 9.319957733154297, 9.397491455078125, 10.209022521972656, 10.254085540771484, 10.257957458496094, 10.261428833007812, 10.264739990234375, 10.271369934082031, 10.274734497070312, 10.277137756347656, 10.279773712158203, 10.284130096435547, 10.288379669189453, 10.290782928466797, 10.294921875, 10.297966003417969, 10.301010131835938, 10.304977416992188, 10.30826187133789, 10.310798645019531, 10.314056396484375, 10.31640625, 10.319469451904297, 10.322086334228516, 10.324249267578125, 10.326839447021484, 10.329242706298828, 10.33211898803711, 10.334041595458984, 10.336204528808594, 10.338367462158203, 10.340984344482422, 10.343620300292969, 10.346237182617188, 10.348159790039062, 10.350563049316406, 10.352485656738281, 10.354881286621094, 10.357044219970703, 10.359207153320312, 10.361343383789062, 10.364227294921875, 10.366378784179688, 10.3692626953125, 10.371185302734375, 10.373348236083984, 10.375751495361328, 10.37814712524414, 10.38031005859375, 10.38247299194336, 10.384635925292969, 10.386798858642578, 10.388713836669922, 10.391597747802734, 10.39352035522461, 10.395683288574219, 10.397846221923828, 10.399520874023438, 10.402164459228516, 10.404327392578125, 10.40625, 10.408641815185547, 10.411479949951172, 10.414314270019531, 10.416236877441406, 10.417919158935547, 10.42032241821289, 10.422718048095703, 10.424640655517578, 10.426803588867188, 10.428485870361328, 10.430408477783203, 10.432567596435547, 10.43496322631836, 10.436885833740234, 10.439048767089844, 10.440971374511719, 10.442886352539062, 10.445289611816406, 10.447452545166016, 10.44937515258789, 10.4515380859375, 10.453933715820312, 10.456096649169922, 10.458259582519531, 10.46042251586914, 10.462825775146484, 10.465221405029297, 10.467384338378906, 10.469547271728516, 10.471710205078125, 10.473873138427734, 10.475788116455078, 10.478191375732422, 10.480354309082031, 10.48251724243164, 10.484920501708984, 10.487312316894531, 10.48947525024414, 10.491157531738281, 10.493560791015625, 10.495964050292969, 10.498359680175781, 10.50052261352539, 10.502445220947266, 10.50436782836914, 10.507011413574219, 10.508926391601562, 10.511089324951172, 10.513011932373047, 10.51541519165039, 10.517578125, 10.519489288330078, 10.521652221679688, 10.523815155029297, 10.525497436523438, 10.527660369873047, 10.53006362915039, 10.532218933105469, 10.534141540527344, 10.536052703857422, 10.537975311279297, 10.540283203125, 10.542205810546875, 10.54412841796875, 10.546051025390625, 10.547492980957031, 10.595787048339844, 10.695671081542969, 10.78778076171875, 10.893413543701172, 10.8812255859375, 11.125045776367188, 11.244247436523438, 11.402862548828125]",ConstrainedSphericalDeconvModel,"(145, 174, 145, 288)"
ray,435686,1,134.739679813385,16,32805888000,435686,10.892258425112123,"[9.962173461914062, 10.544628143310547, 10.897125244140625, 10.89736557006836, 10.89736557006836, 10.897842407226562, 10.897842407226562, 10.897842407226562, 10.897842407226562, 10.897842407226562, 10.897842407226562, 10.897842407226562, 10.897834777832031, 10.897834777832031, 10.897834777832031, 10.898063659667969, 10.898303985595703, 10.898303985595703, 10.898303985595703, 10.898303985595703, 10.898296356201172, 10.898296356201172, 10.898296356201172, 10.898296356201172, 10.898536682128906, 10.898529052734375, 10.898529052734375, 10.898529052734375, 10.898529052734375, 10.898529052734375, 10.898521423339844, 10.898521423339844, 10.898521423339844, 10.898521423339844, 10.898761749267578, 10.898754119873047, 10.898754119873047, 10.898754119873047, 10.898754119873047, 10.898754119873047, 10.898746490478516, 10.898746490478516, 10.898746490478516, 10.898746490478516, 10.898731231689453, 10.899181365966797, 10.899093627929688, 10.899333953857422, 10.899333953857422, 10.899333953857422, 10.899333953857422, 10.899333953857422, 10.89932632446289, 10.899566650390625, 10.899566650390625, 10.899559020996094, 10.899559020996094, 10.899551391601562, 10.899551391601562, 10.899551391601562, 10.899551391601562, 10.899551391601562, 10.899551391601562, 10.899551391601562, 10.899551391601562, 10.899543762207031, 10.899784088134766, 10.899784088134766, 10.899784088134766, 10.899768829345703, 10.899761199951172, 10.899761199951172, 10.899761199951172, 10.899761199951172, 10.89975357055664, 10.89975357055664, 10.89975357055664, 10.89975357055664, 10.89975357055664, 10.899742126464844, 10.899742126464844, 10.899742126464844, 10.899742126464844, 10.899742126464844, 10.899982452392578, 10.899982452392578, 10.899974822998047, 10.899974822998047, 10.899974822998047, 10.899974822998047, 10.90020751953125, 10.90020751953125, 10.90020751953125, 10.90020751953125, 10.90020751953125, 10.900196075439453, 10.900196075439453, 10.900196075439453, 10.900196075439453, 10.900196075439453, 10.900188446044922, 10.900188446044922, 10.900428771972656, 10.900428771972656, 10.90041732788086, 10.900630950927734, 10.900520324707031, 10.900520324707031, 10.900520324707031, 10.900520324707031, 10.900508880615234, 10.900508880615234, 10.900508880615234, 10.900508880615234, 10.900508880615234, 10.900508880615234, 10.900508880615234, 10.900508880615234, 10.900508880615234, 10.900508880615234, 10.900501251220703, 10.900501251220703, 10.863731384277344, 10.863731384277344, 10.863731384277344, 10.863719940185547, 10.863719940185547, 10.903854370117188, 10.956245422363281, 11.08914566040039, 11.138885498046875, 11.103996276855469, 11.227764129638672, 11.341678619384766, 9.945182800292969]",ConstrainedSphericalDeconvModel,"(145, 174, 145, 288)"
ray,435686,1,134.91672134399414,16,32805888000,435686,10.850811145923755,"[9.945152282714844, 10.527664184570312, 10.88064193725586, 10.88064193725586, 10.880634307861328, 10.880634307861328, 10.880634307861328, 10.880634307861328, 10.880634307861328, 10.880626678466797, 10.880626678466797, 10.880626678466797, 10.880626678466797, 10.880626678466797, 10.880615234375, 10.880615234375, 10.880615234375, 10.880615234375, 10.880615234375, 10.880607604980469, 10.880607604980469, 10.880607604980469, 10.880607604980469, 10.880607604980469, 10.881317138671875, 10.88155746459961, 10.88155746459961, 10.88155746459961, 10.881786346435547, 10.881763458251953, 10.88193130493164, 10.88193130493164, 10.88193130493164, 10.88193130493164, 10.881916046142578, 10.881916046142578, 10.881916046142578, 10.881916046142578, 10.881916046142578, 10.881893157958984, 10.881893157958984, 10.881893157958984, 10.881893157958984, 10.881893157958984, 10.881881713867188, 10.881881713867188, 10.881881713867188, 10.881881713867188, 10.882122039794922, 10.88211441040039, 10.88211441040039, 10.88211441040039, 10.88211441040039, 10.88211441040039, 10.88210678100586, 10.88210678100586, 10.88210678100586, 10.88210678100586, 10.803279876708984, 10.803485870361328, 10.803485870361328, 10.803485870361328, 10.803485870361328, 10.803485870361328, 10.803478240966797, 10.803478240966797, 10.803478240966797, 10.803718566894531, 10.803718566894531, 10.803707122802734, 10.803707122802734, 10.803707122802734, 10.803707122802734, 10.803707122802734, 10.803699493408203, 10.803699493408203, 10.803699493408203, 10.803699493408203, 10.803699493408203, 10.803932189941406, 10.804145812988281, 10.804145812988281, 10.804145812988281, 10.804386138916016, 10.804378509521484, 10.804378509521484, 10.804378509521484, 10.804378509521484, 10.804367065429688, 10.805057525634766, 10.805950164794922, 10.806671142578125, 10.807392120361328, 10.808113098144531, 10.808818817138672, 10.809539794921875, 10.810260772705078, 10.810741424560547, 10.81146240234375, 10.812171936035156, 10.81289291381836, 10.813613891601562, 10.814334869384766, 10.815055847167969, 10.816009521484375, 10.816730499267578, 10.817451477050781, 10.818172454833984, 10.818893432617188, 10.81960678100586, 10.820087432861328, 10.820808410644531, 10.821529388427734, 10.822250366210938, 10.82272720336914, 10.823448181152344, 10.824169158935547, 10.82489013671875, 10.825611114501953, 10.82608413696289, 10.826805114746094, 10.827526092529297, 10.8282470703125, 10.828727722167969, 10.829437255859375, 10.829917907714844, 10.834724426269531, 10.880867004394531, 10.94887924194336, 11.062675476074219, 11.073944091796875, 11.10397720336914, 11.23134994506836, 11.328441619873047, 11.383708953857422]",ConstrainedSphericalDeconvModel,"(145, 174, 145, 288)"
ray,435686,1,135.08410096168518,16,32805888000,435686,10.821572972767388,"[9.946102142333984, 10.529090881347656, 10.881587982177734, 10.881587982177734, 10.881580352783203, 10.881580352783203, 10.881580352783203, 10.881580352783203, 10.881580352783203, 10.881572723388672, 10.881572723388672, 10.881572723388672, 10.881572723388672, 10.88180160522461, 10.882194519042969, 10.882148742675781, 10.882148742675781, 10.882148742675781, 10.882148742675781, 10.882133483886719, 10.882133483886719, 10.795696258544922, 10.79537582397461, 10.79537582397461, 10.795848846435547, 10.796089172363281, 10.796089172363281, 10.796089172363281, 10.796089172363281, 10.79608154296875, 10.79608154296875, 10.79608154296875, 10.789485931396484, 10.789562225341797, 10.789558410644531, 10.789558410644531, 10.789558410644531, 10.789558410644531, 10.78955078125, 10.78955078125, 10.78955078125, 10.78955078125, 10.78955078125, 10.789539337158203, 10.789535522460938, 10.789535522460938, 10.789535522460938, 10.789535522460938, 10.789535522460938, 10.789527893066406, 10.789527893066406, 10.789527893066406, 10.789527893066406, 10.789527893066406, 10.789520263671875, 10.789520263671875, 10.789520263671875, 10.789520263671875, 10.789520263671875, 10.789512634277344, 10.789512634277344, 10.789512634277344, 10.789512634277344, 10.789512634277344, 10.790225982666016, 10.79046630859375, 10.791427612304688, 10.791908264160156, 10.79262924194336, 10.7935791015625, 10.794300079345703, 10.794780731201172, 10.795490264892578, 10.796451568603516, 10.797069549560547, 10.797748565673828, 10.798469543457031, 10.7989501953125, 10.799190521240234, 10.799179077148438, 10.799179077148438, 10.799659729003906, 10.80038070678711, 10.801101684570312, 10.801811218261719, 10.802532196044922, 10.80349349975586, 10.803974151611328, 10.804935455322266, 10.805408477783203, 10.806129455566406, 10.80685043334961, 10.807571411132812, 10.808292388916016, 10.809005737304688, 10.80972671508789, 10.810447692871094, 10.811168670654297, 10.811641693115234, 10.812358856201172, 10.813079833984375, 10.813800811767578, 10.814521789550781, 10.815242767333984, 10.816436767578125, 10.817157745361328, 10.817638397216797, 10.818119049072266, 10.819080352783203, 10.81955337524414, 10.820274353027344, 10.820995330810547, 10.82171630859375, 10.822437286376953, 10.82315444946289, 10.824356079101562, 10.824836730957031, 10.825557708740234, 10.826278686523438, 10.826751708984375, 10.827472686767578, 10.827953338623047, 10.82867431640625, 10.829395294189453, 10.83010482788086, 10.830825805664062, 10.834911346435547, 10.879371643066406, 10.963726043701172, 11.07254409790039, 11.131183624267578, 11.114822387695312, 11.240753173828125, 11.39113998413086]",ConstrainedSphericalDeconvModel,"(145, 174, 145, 288)"
ray,435686,1,135.27573537826538,16,32805888000,435686,10.849953149866176,"[9.952999114990234, 10.537193298339844, 10.889717102050781, 10.889717102050781, 10.889713287353516, 10.889713287353516, 10.889713287353516, 10.889713287353516, 10.889713287353516, 10.889705657958984, 10.889705657958984, 10.889705657958984, 10.889705657958984, 10.889705657958984, 10.889904022216797, 10.889904022216797, 10.889904022216797, 10.889904022216797, 10.889904022216797, 10.889896392822266, 10.889896392822266, 10.889896392822266, 10.889896392822266, 10.889896392822266, 10.889888763427734, 10.889888763427734, 10.889888763427734, 10.889888763427734, 10.889888763427734, 10.889881134033203, 10.889881134033203, 10.889881134033203, 10.889881134033203, 10.890121459960938, 10.890113830566406, 10.890113830566406, 10.890113830566406, 10.890113830566406, 10.890113830566406, 10.890106201171875, 10.890106201171875, 10.890106201171875, 10.890106201171875, 10.890106201171875, 10.890094757080078, 10.890094757080078, 10.890094757080078, 10.890094757080078, 10.890094757080078, 10.890087127685547, 10.890087127685547, 10.890087127685547, 10.890087127685547, 10.890087127685547, 10.890079498291016, 10.890079498291016, 10.890079498291016, 10.890079498291016, 10.81399154663086, 10.814811706542969, 10.814796447753906, 10.814796447753906, 10.814796447753906, 10.814796447753906, 10.814788818359375, 10.81502914428711, 10.81502914428711, 10.81502914428711, 10.81502914428711, 10.815017700195312, 10.815017700195312, 10.815017700195312, 10.815017700195312, 10.815017700195312, 10.815010070800781, 10.815010070800781, 10.815010070800781, 10.815010070800781, 10.815010070800781, 10.815006256103516, 10.815006256103516, 10.815006256103516, 10.815006256103516, 10.815006256103516, 10.814998626708984, 10.814998626708984, 10.814998626708984, 10.814998626708984, 10.814998626708984, 10.814990997314453, 10.814990997314453, 10.814990997314453, 10.815711975097656, 10.81643295288086, 10.817146301269531, 10.817626953125, 10.818347930908203, 10.819068908691406, 10.81978988647461, 10.820735931396484, 10.821456909179688, 10.82217788696289, 10.822898864746094, 10.823619842529297, 10.824573516845703, 10.825294494628906, 10.825775146484375, 10.826496124267578, 10.827217102050781, 10.827938079833984, 10.828651428222656, 10.82937240600586, 10.830093383789062, 10.830574035644531, 10.831287384033203, 10.83224868774414, 10.832969665527344, 10.833450317382812, 10.834159851074219, 10.834823608398438, 10.835681915283203, 10.836162567138672, 10.836883544921875, 10.837604522705078, 10.83807373046875, 10.838794708251953, 10.839515686035156, 10.88589859008789, 10.95511245727539, 11.071788787841797, 11.082324981689453, 11.13067626953125, 11.254913330078125, 11.380840301513672, 9.974292755126953]",ConstrainedSphericalDeconvModel,"(145, 174, 145, 288)"
ray,217843,2,72.23694491386414,16,32805888000,435686,10.94333423980295,"[9.974212646484375, 10.557174682617188, 10.953174591064453, 10.955337524414062, 10.957260131835938, 10.959182739257812, 10.961345672607422, 10.963027954101562, 10.964942932128906, 10.96734619140625, 10.969268798828125, 10.97119140625, 10.973106384277344, 10.975505828857422, 10.977428436279297, 10.979591369628906, 10.981273651123047, 10.983436584472656, 10.985832214355469, 10.98751449584961, 10.989917755126953, 10.992080688476562, 10.886577606201172, 10.888492584228516, 10.890655517578125, 10.893299102783203, 10.895221710205078, 10.897384643554688, 10.899059295654297, 10.90146255493164, 10.90362548828125, 10.905548095703125, 10.907470703125, 10.909629821777344, 10.912033081054688, 10.914196014404297, 10.915878295898438, 10.918281555175781, 10.920440673828125, 10.92236328125, 10.92404556274414, 10.926437377929688, 10.928581237792969, 10.930904388427734, 10.933067321777344, 10.935230255126953, 10.936912536621094, 10.939315795898438, 10.941230773925781, 10.942913055419922, 10.945316314697266, 10.94723892211914, 10.948921203613281, 10.951316833496094, 10.953239440917969, 10.95492172241211, 10.957084655761719, 10.959007263183594, 10.961158752441406, 10.963081359863281, 10.96572494506836, 10.968368530273438, 10.970291137695312, 10.971725463867188, 10.973648071289062, 10.99551773071289, 11.116641998291016, 11.197490692138672, 11.192913055419922, 11.326053619384766, 11.417617797851562, 11.475296020507812, 10.151412963867188]",ConstrainedSphericalDeconvModel,"(145, 174, 145, 288)"
ray,217843,2,72.14159560203552,16,32805888000,435686,11.059217029147678,"[10.151111602783203, 10.733863830566406, 11.086360931396484, 11.086601257324219, 11.086601257324219, 11.086589813232422, 11.086589813232422, 11.086589813232422, 11.084907531738281, 11.084907531738281, 11.08489990234375, 11.08489990234375, 11.08489990234375, 11.08489990234375, 11.084892272949219, 11.084892272949219, 11.084892272949219, 11.085132598876953, 11.085132598876953, 11.085132598876953, 11.085128784179688, 11.085128784179688, 11.085128784179688, 11.085128784179688, 11.085128784179688, 11.085121154785156, 11.085121154785156, 11.08510971069336, 11.08510971069336, 11.085067749023438, 11.084976196289062, 11.085456848144531, 11.085697174072266, 11.04916763305664, 11.04916763305664, 11.049163818359375, 11.049163818359375, 11.049163818359375, 11.049163818359375, 11.049163818359375, 11.04916000366211, 11.04916000366211, 11.04916000366211, 11.04916000366211, 11.049400329589844, 11.014678955078125, 11.014545440673828, 11.014545440673828, 11.014545440673828, 11.014541625976562, 11.014530181884766, 11.014530181884766, 11.014530181884766, 11.014530181884766, 11.014530181884766, 11.0145263671875, 11.0145263671875, 11.0145263671875, 11.0145263671875, 11.0145263671875, 11.014518737792969, 11.014518737792969, 11.014518737792969, 11.014518737792969, 11.014759063720703, 11.051521301269531, 11.145729064941406, 11.201004028320312, 11.193248748779297, 11.317977905273438, 11.41818618774414, 11.523689270019531]",ConstrainedSphericalDeconvModel,"(145, 174, 145, 288)"
ray,217843,2,72.53621745109558,16,32805888000,435686,11.07517279518975,"[10.155773162841797, 10.7421875, 11.090560913085938, 11.090560913085938, 11.090560913085938, 11.090560913085938, 11.090560913085938, 11.090553283691406, 11.090553283691406, 11.090553283691406, 11.090553283691406, 11.090553283691406, 11.090545654296875, 11.090545654296875, 11.090545654296875, 11.090530395507812, 11.090511322021484, 11.090408325195312, 11.090408325195312, 11.090408325195312, 11.090408325195312, 11.090648651123047, 11.090648651123047, 11.090644836425781, 11.090644836425781, 11.090644836425781, 11.090641021728516, 11.050506591796875, 11.050506591796875, 11.050506591796875, 11.050506591796875, 11.050506591796875, 11.050491333007812, 11.050491333007812, 11.050491333007812, 11.050487518310547, 11.050716400146484, 11.050716400146484, 11.050716400146484, 11.050716400146484, 11.050716400146484, 11.050716400146484, 11.050712585449219, 11.050712585449219, 11.050712585449219, 11.050712585449219, 11.050712585449219, 11.050704956054688, 11.050704956054688, 11.050704956054688, 11.050704956054688, 11.050704956054688, 11.050697326660156, 11.050697326660156, 11.050697326660156, 11.050697326660156, 11.050697326660156, 11.05068588256836, 11.05068588256836, 11.05068588256836, 11.05068588256836, 11.050926208496094, 11.051639556884766, 11.052360534667969, 11.052841186523438, 11.056686401367188, 11.149932861328125, 11.240047454833984, 11.290885925292969, 11.430034637451172, 11.529769897460938, 11.623489379882812]",ConstrainedSphericalDeconvModel,"(145, 174, 145, 288)"
ray,217843,2,72.23305153846741,16,32805888000,435686,11.137418905893961,"[10.255577087402344, 10.834182739257812, 11.190814971923828, 11.1907958984375, 11.186870574951172, 11.186870574951172, 11.186870574951172, 11.186870574951172, 11.186870574951172, 11.186866760253906, 11.186866760253906, 11.186866760253906, 11.186866760253906, 11.187095642089844, 11.187095642089844, 11.187095642089844, 11.187095642089844, 11.187095642089844, 11.187095642089844, 11.187088012695312, 11.187088012695312, 11.187088012695312, 11.187088012695312, 11.187088012695312, 11.187084197998047, 11.187084197998047, 11.123878479003906, 11.123878479003906, 11.123878479003906, 11.123870849609375, 11.123870849609375, 11.123870849609375, 11.123870849609375, 11.123870849609375, 11.123863220214844, 11.123863220214844, 11.123863220214844, 11.123863220214844, 11.123863220214844, 11.124092102050781, 11.124092102050781, 11.124092102050781, 11.124092102050781, 11.124092102050781, 11.08395767211914, 11.08395767211914, 11.08395767211914, 11.08395767211914, 11.08395767211914, 11.083953857421875, 11.083953857421875, 11.083953857421875, 11.083953857421875, 11.083953857421875, 11.083946228027344, 11.083946228027344, 11.083946228027344, 11.083946228027344, 11.083946228027344, 11.083938598632812, 11.083938598632812, 11.083938598632812, 11.083927154541016, 11.083908081054688, 11.084007263183594, 11.102752685546875, 11.174369812011719, 11.223731994628906, 11.282451629638672, 11.41293716430664, 11.50954818725586, 11.609283447265625]",ConstrainedSphericalDeconvModel,"(145, 174, 145, 288)"
ray,217843,2,72.26511144638062,16,32805888000,435686,11.146979437934029,"[10.236854553222656, 10.81955337524414, 11.172069549560547, 11.172306060791016, 11.172306060791016, 11.172306060791016, 11.172306060791016, 11.17230224609375, 11.17230224609375, 11.17230224609375, 11.17230224609375, 11.17230224609375, 11.172298431396484, 11.172298431396484, 11.172298431396484, 11.172298431396484, 11.172298431396484, 11.172290802001953, 11.173011779785156, 11.173011779785156, 11.173011779785156, 11.173011779785156, 11.173240661621094, 11.173240661621094, 11.140796661376953, 11.140796661376953, 11.140792846679688, 11.140792846679688, 11.140792846679688, 11.140792846679688, 11.140792846679688, 11.140792846679688, 11.140785217285156, 11.140785217285156, 11.140785217285156, 11.140785217285156, 11.14101791381836, 11.14101791381836, 11.14101791381836, 11.14101791381836, 11.14101791381836, 11.14101791381836, 11.141010284423828, 11.141010284423828, 11.141010284423828, 11.141010284423828, 11.141010284423828, 11.141006469726562, 11.117401123046875, 11.11721420288086, 11.117202758789062, 11.11739730834961, 11.117340087890625, 11.117340087890625, 11.117340087890625, 11.117340087890625, 11.117340087890625, 11.117332458496094, 11.117332458496094, 11.117332458496094, 11.117332458496094, 11.117324829101562, 11.117324829101562, 11.117324829101562, 11.117324829101562, 11.138233184814453, 11.195671081542969, 11.229312896728516, 11.284957885742188, 11.413528442382812, 11.509418487548828, 11.583671569824219]",ConstrainedSphericalDeconvModel,"(145, 174, 145, 288)"
